iter	MultiClass
811	0.3627389624
812	0.3626389175
813	0.3625383577
814	0.3624501267
815	0.362359229
816	0.362312506
817	0.3622299463
818	0.3620542161
819	0.361946307
820	0.3618777678
821	0.3617238118
822	0.3615511029
823	0.3615146432
824	0.3614779918
825	0.3613205945
826	0.3612075565
827	0.3611058542
828	0.3609770787
829	0.3608516724
830	0.3607365267
831	0.3606877685
832	0.36058773
833	0.3604062953
834	0.3603452808
835	0.3602389483
836	0.3601305036
837	0.3599889867
838	0.3599304641
839	0.359796703
840	0.3596805998
841	0.3595606515
842	0.3594532391
843	0.3593593787
844	0.3592621836
845	0.3591476163
846	0.3590027127
847	0.3589260136
848	0.3588139283
849	0.3587516031
850	0.3586066313
851	0.3584836215
852	0.3583459372
853	0.3582903688
854	0.3581359449
855	0.3579808579
856	0.3578808531
857	0.3577822362
858	0.3576507146
859	0.3575229969
860	0.3574098959
861	0.3573594845
862	0.3572067308
863	0.3570586069
864	0.3569520952
865	0.3568870071
866	0.3568014885
867	0.3566472939
868	0.3565629709
869	0.3564735431
870	0.3563552214
871	0.3562183988
872	0.3561428054
873	0.3559962615
874	0.3559140795
875	0.3558341127
876	0.3557081693
877	0.3556473985
878	0.3555139586
879	0.3554054395
880	0.3553061595
881	0.3552173255
882	0.3551114067
883	0.3549796266
884	0.3548890091
885	0.3547772563
886	0.3547041145
887	0.354617465
888	0.3545417026
889	0.3544193152
890	0.3542634396
891	0.3542122525
892	0.3541251255
893	0.354020322
894	0.3539765406
895	0.3539180856
896	0.3538194995
897	0.3536936841
898	0.3536037478
899	0.3534943744
900	0.3534422578
901	0.353320711
902	0.3532085908
903	0.3530678409
904	0.3530084257
905	0.3529438368
906	0.3527991515
907	0.3526722075
908	0.3525562124
909	0.3524565852
910	0.3523295877
911	0.352264903
912	0.3520657226
913	0.3520001828
914	0.3519425902
915	0.3518408281
916	0.3517755977
917	0.3516493565
918	0.3515565823
919	0.3513350878
920	0.3512592911
921	0.3512086458
922	0.351143612
923	0.3510564222
924	0.3508936717
925	0.3507615419
926	0.3506321622
927	0.3505766629
928	0.350465728
929	0.3503962225
930	0.3502455123
931	0.3501221611
932	0.3500124084
933	0.3499306541
934	0.3498418577
935	0.3498078985
936	0.3496784765
937	0.3495169611
938	0.3493758597
939	0.3492279589
940	0.3491496466
941	0.3490383288
942	0.3488916106
943	0.3488039102
944	0.3486735519
945	0.3485427337
946	0.348511458
947	0.3484260963
948	0.3482837222
949	0.3482025557
950	0.3481015508
951	0.3480584113
952	0.3479379267
953	0.3478502006
954	0.3477733784
955	0.3477122917
956	0.3476468056
957	0.347542493
958	0.3474881923
959	0.3473848899
960	0.3472759367
961	0.3472140305
962	0.3471103224
963	0.3469674511
964	0.3468446009
965	0.3467426153
966	0.34668142
967	0.346519309
968	0.3464338995
969	0.3463906731
970	0.3462938876
971	0.3461843863
972	0.3460597761
973	0.3459645313
974	0.3457984881
975	0.3456990808
976	0.3456232939
977	0.3455116215
978	0.345427374
979	0.3453537974
980	0.3452224628
981	0.3450655977
982	0.3449454093
983	0.3448410002
984	0.3447895637
985	0.3446042181
986	0.3445000928
987	0.3444715969
988	0.3443800106
989	0.3442801627
990	0.3441521834
991	0.3440703744
992	0.3439394836
993	0.3438208996
994	0.3436431478
995	0.343543554
996	0.3434622437
997	0.3433784174
998	0.3432456425
999	0.3431173597
